gridID,EcotypeID,EcotypeFrac
934,5419,1.0000
935,5419,1.0000
936,5419,1.0000
937,5419,0.5192
937,5315,0.4808
938,5315,1.0000
939,5315,0.6232
939,5419,0.3768
940,5419,1.0000
941,5419,1.0000
942,5419,1.0000
943,5419,1.0000
944,5419,1.0000
945,5419,1.0000
946,5419,0.9515
946,5427,0.0485
947,5419,0.2477
947,5427,0.7523
948,5427,0.6602
948,5428,0.1845
948,5315,0.1553
949,5428,1.0000
950,5428,0.7030
950,5427,0.2970
951,5428,0.4067
951,5427,0.5694
951,5315,0.0239
952,5428,0.0096
952,5427,0.2452
952,5315,0.7452
953,5315,0.2463
953,5427,0.6897
953,5428,0.0640
954,5428,0.9767
954,5427,0.0233
955,5428,1.0000
956,5428,1.0000
957,5428,1.0000
958,5428,1.0000
959,5428,1.0000
960,5428,1.0000
961,5428,1.0000
962,5428,1.0000
963,5428,1.0000
964,5428,1.0000
965,5428,1.0000
966,5428,0.8095
966,55537,0.0286
966,3984,0.1238
966,3986,0.0048
966,3292,0.0095
966,3987,0.0048
966,3296,0.0190
967,5428,0.5357
967,55537,0.1276
967,3984,0.2704
967,3467,0.0561
967,3986,0.0102
968,5428,0.5590
968,55537,0.0769
968,3984,0.3590
968,3986,0.0051
969,5428,0.6019
969,3984,0.3426
969,55537,0.0231
969,3292,0.0231
969,3467,0.0093
970,5428,0.4954
970,3984,0.4404
970,3292,0.0367
970,3467,0.0275
971,5428,0.2524
971,3984,0.5476
971,3296,0.0429
971,3467,0.0476
971,3987,0.0095
971,3994,0.0190
971,3986,0.0524
971,3996,0.0143
971,3292,0.0095
971,3913,0.0048
972,3984,0.5667
972,3467,0.0381
972,3296,0.0381
972,3338,0.0333
972,3994,0.0476
972,3299,0.0476
972,3297,0.0238
972,3490,0.1429
972,3486,0.0333
972,3987,0.0048
972,3292,0.0238
973,3467,0.0143
973,3974,0.0143
973,3490,0.6667
973,3294,0.0333
973,3443,0.0143
973,3338,0.0238
973,3984,0.1571
973,3486,0.0762
974,3490,0.3143
974,3292,0.0286
974,3294,0.3143
974,3443,0.0095
974,-999,0.3190
974,3439,0.0095
974,3296,0.0048
975,-999,0.8048
975,3292,0.1667
975,3294,0.0190
975,3490,0.0048
975,3443,0.0048
976,-999,1.0000
977,-999,1.0000
978,-999,1.0000
979,-999,1.0000
980,-999,1.0000
981,-999,1.0000
982,-999,1.0000
983,-999,1.0000
984,-999,1.0000
985,-999,1.0000
986,-999,1.0000
987,-999,1.0000
988,-999,1.0000
989,-999,1.0000
990,-999,1.0000
991,-999,1.0000
992,-999,1.0000
993,-999,1.0000
994,-999,1.0000
995,-999,1.0000
996,-999,1.0000
997,-999,1.0000
998,-999,1.0000
999,-999,1.0000
1000,-999,1.0000
1001,-999,1.0000
1002,-999,1.0000
1003,-999,1.0000
1004,-999,1.0000
1005,-999,1.0000
1006,-999,1.0000
1007,-999,1.0000
1008,-999,1.0000
1009,-999,1.0000
1010,-999,1.0000
1011,-999,1.0000
1012,-999,1.0000
1013,-999,1.0000
1014,-999,1.0000
1015,-999,1.0000
1016,-999,1.0000
1017,-999,1.0000
1018,-999,1.0000
1019,-999,1.0000
1020,-999,1.0000
1021,-999,1.0000
1022,-999,1.0000
1023,-999,1.0000
1024,-999,1.0000
1025,-999,1.0000
1026,-999,1.0000
1027,-999,1.0000
1028,-999,1.0000
1029,-999,1.0000
1030,-999,1.0000
1031,-999,1.0000
1032,-999,1.0000
1033,-999,1.0000
1034,-999,1.0000
1035,-999,1.0000
1036,-999,1.0000
1037,-999,1.0000
1038,-999,1.0000
1039,-999,1.0000
1040,-999,1.0000
1041,-999,1.0000
1042,-999,1.0000
1043,-999,1.0000
1044,5314,0.8182
1044,5539,0.1818
1045,5314,1.0000
1046,5314,1.0000
1047,5314,1.0000
1048,5314,1.0000
1049,5314,1.0000
1050,5314,1.0000
1051,5314,1.0000
1052,5314,1.0000
1053,5314,1.0000
1054,5314,1.0000
1055,5314,0.8702
1055,5419,0.1298
1056,5314,0.3990
1056,5419,0.6010
1057,5419,0.9052
1057,5314,0.0948
1058,5419,0.1469
1058,5314,0.8531
1059,5314,0.4528
1059,5419,0.5472
1060,5419,1.0000
1061,5419,1.0000
1062,5419,1.0000
1063,5419,1.0000
1064,5419,1.0000
1065,5419,1.0000
1066,5419,1.0000
1067,5419,1.0000
1068,5419,1.0000
1069,5419,1.0000
1070,5419,1.0000
1071,5419,1.0000
1072,5419,1.0000
1073,5419,1.0000
1074,5419,1.0000
1075,5419,1.0000
1076,5419,1.0000
1077,5419,1.0000
1078,5419,1.0000
1079,5419,1.0000
1080,5419,1.0000
1081,5419,1.0000
1082,5419,1.0000
1083,5419,1.0000
1084,5419,1.0000
1085,5419,1.0000
